iter	RMSE
891	43764.04728
892	43763.59718
893	43762.5412
894	43760.87355
895	43758.9593
896	43757.58743
897	43757.08161
898	43755.17264
899	43754.19279
900	43753.53675
901	43752.96401
902	43752.54883
903	43750.93892
904	43750.57945
905	43750.15271
906	43749.72289
907	43748.69027
908	43747.56971
909	43745.25197
910	43743.95764
911	43741.87855
912	43740.25317
913	43739.65068
914	43736.19358
915	43735.19597
916	43734.87563
917	43733.36755
918	43728.19706
919	43727.83165
920	43727.41875
921	43724.35067
922	43723.93962
923	43722.54334
924	43721.08635
925	43720.61513
926	43717.54479
927	43717.22302
928	43716.76285
929	43716.42412
930	43712.96589
931	43712.62834
932	43712.09129
933	43710.4333
934	43709.46676
935	43708.1522
936	43706.91888
937	43705.68746
938	43705.1625
939	43704.45901
940	43702.82149
941	43701.56522
942	43700.76663
943	43699.65929
944	43698.2984
945	43697.29508
946	43693.45602
947	43691.93756
948	43688.64256
949	43686.95833
950	43686.4284
951	43685.48452
952	43682.61255
953	43681.31991
954	43680.91827
955	43680.53947
956	43680.15686
957	43679.36855
958	43677.78633
959	43677.25913
960	43676.91941
961	43676.53728
962	43675.9176
963	43675.52936
964	43675.10377
965	43673.16989
966	43672.74175
967	43671.73853
968	43671.09548
969	43670.15219
970	43669.80692
971	43669.30363
972	43666.20301
973	43664.86125
974	43664.14775
975	43662.33385
976	43661.6423
977	43659.14236
978	43658.76407
979	43656.85687
980	43656.0562
981	43655.71825
982	43655.40831
983	43654.82685
984	43654.56614
985	43654.06383
986	43653.72517
987	43653.17864
988	43652.78018
989	43651.90303
990	43650.18231
991	43649.7234
992	43646.53089
993	43646.09104
994	43641.69839
995	43639.85495
996	43638.71345
997	43637.57476
998	43637.21191
999	43635.08833
